drugs_name,drugs_slug,diseases_name,diseases_slug,createdAt,updatedAt
Tri-Sprintec,tri-sprintec,6</span> users found this comment helpful.,6-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Niaspan,niaspan,Hiperlipoproteinemia,hiperlipoproteinemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexamethasone,dexamethasone,Addison's Disease,addison-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / diphenhydramine,acetaminophen-diphenhydramine,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Seroquel,seroquel,Gangguan Paranoid,gangguan-paranoid,2022/05/25 14:48:28,2022/05/25 14:48:28
Camila,camila,Endometriosis,endometriosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Asacol,asacol,Kolitis Limfositik,kolitis-limfositik,2022/05/25 14:48:28,2022/05/25 14:48:28
Lotemax,lotemax,Postoperative Ocular Inflammation,postoperative-ocular-inflammation,2022/05/25 14:48:28,2022/05/25 14:48:28
Crestor,crestor,Aterosklerosis,aterosklerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Xarelto,xarelto,Profilaksis Trombosis Vena Dalam setelah Operasi Penggantian Pinggul,profilaksis-trombosis-vena-dalam-setelah-operasi-penggantian-pinggul,2022/05/25 14:48:28,2022/05/25 14:48:28
Naropin Polyamp,naropin-polyamp,Nyeri persalinan,nyeri-persalinan,2022/05/25 14:48:28,2022/05/25 14:48:28
Apriso,apriso,Penyakit Crohn,penyakit-crohn,2022/05/25 14:48:28,2022/05/25 14:48:28
Golimumab,golimumab,Spondilitis ankilosa,spondilitis-ankilosa,2022/05/25 14:48:28,2022/05/25 14:48:28
Reglan,reglan,"Nausea/Vomiting, Postoperative",nausea-vomiting-postoperative,2022/05/25 14:48:28,2022/05/25 14:48:28
Humulin N,humulin-n,"Diabetes, Tipe 2.",diabetes-tipe-2-,2022/05/25 14:48:28,2022/05/25 14:48:28
Alavert,alavert,Urtikaria,urtikaria,2022/05/25 14:48:28,2022/05/25 14:48:28
Sipuleucel-T,sipuleucel-t,Kanker prostat,kanker-prostat,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefuroxime,cefuroxime,Infeksi bakteri,infeksi-bakteri,2022/05/25 14:48:28,2022/05/25 14:48:28
Rozex,rozex,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Collagenase,collagenase,Keratosis,keratosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Seasonale,seasonale,Perdarahan Uterus Abnormal,perdarahan-uterus-abnormal,2022/05/25 14:48:28,2022/05/25 14:48:28
Cimzia,cimzia,"Penyakit Crohn, Pemeliharaan",penyakit-crohn-pemeliharaan,2022/05/25 14:48:28,2022/05/25 14:48:28
Natazia,natazia,Menoragia,menoragia,2022/05/25 14:48:28,2022/05/25 14:48:28
Pantoprazole,pantoprazole,Gastritis / Duodenitis,gastritis-duodenitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Savaysa,savaysa,Fibrilasi atrium,fibrilasi-atrium,2022/05/25 14:48:28,2022/05/25 14:48:28
Humatin,humatin,Dientamoeba fragilis,dientamoeba-fragilis,2022/05/25 14:48:28,2022/05/25 14:48:28
Nivolumab,nivolumab,Kanker Paru-paru Sel Kecil,kanker-paru-paru-sel-kecil,2022/05/25 14:48:28,2022/05/25 14:48:28
Prednisolone,prednisolone,Kondisi Peradangan,kondisi-peradangan,2022/05/25 14:48:28,2022/05/25 14:48:28
Relafen,relafen,Muscle Pain,muscle-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxycycline,doxycycline,Malaria,malaria,2022/05/25 14:48:28,2022/05/25 14:48:28
Carbidopa / levodopa,carbidopa-levodopa,Penyakit Parkinson,penyakit-parkinson,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin / carisoprodol,aspirin-carisoprodol,Otot tegang,otot-tegang,2022/05/25 14:48:28,2022/05/25 14:48:28
Albuterol,albuterol,"Asma, Pemeliharaan",asma-pemeliharaan,2022/05/25 14:48:28,2022/05/25 14:48:28
Epinephrine,epinephrine,"COPD, Acute",copd-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Griseofulvin,griseofulvin,Tinea corporis,tinea-corporis,2022/05/25 14:48:28,2022/05/25 14:48:28
Microgestin 1.5 / 30,microgestin-1-5-30,Gangguan Menstruasi,gangguan-menstruasi,2022/05/25 14:48:28,2022/05/25 14:48:28
Drixoral Cold and Allergy,drixoral-cold-and-allergy,Hidung tersumbat,hidung-tersumbat,2022/05/25 14:48:28,2022/05/25 14:48:28
Vasodilan,vasodilan,Raynaud's Syndrome,raynaud-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Talwin Nx,talwin-nx,Sakit kronis,sakit-kronis,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexbrompheniramine / pseudoephedrine,dexbrompheniramine-pseudoephedrine,Hidung tersumbat,hidung-tersumbat,2022/05/25 14:48:28,2022/05/25 14:48:28
Loperamide,loperamide,"Diare, Akut",diare-akut,2022/05/25 14:48:28,2022/05/25 14:48:28
Klonopin Wafer,klonopin-wafer,Gangguan panik,gangguan-panik,2022/05/25 14:48:28,2022/05/25 14:48:28
Aliskiren,aliskiren,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
Zubsolv,zubsolv,Ketergantungan Opiat,ketergantungan-opiat,2022/05/25 14:48:28,2022/05/25 14:48:28
Safyral,safyral,1</span> pengguna menganggap komentar ini berguna.,1-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Subsys,subsys,Sakit Terobosan,sakit-terobosan,2022/05/25 14:48:28,2022/05/25 14:48:28
Soma Compound,soma-compound,Nyeri otot,nyeri-otot,2022/05/25 14:48:28,2022/05/25 14:48:28
Coreg CR,coreg-cr,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
Aplenzin,aplenzin,Depresi,depresi,2022/05/25 14:48:28,2022/05/25 14:48:28
Viekira Pak,viekira-pak,Hepatitis C,hepatitis-c,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexilant,dexilant,Kerongkongan Barrett,kerongkongan-barrett,2022/05/25 14:48:28,2022/05/25 14:48:28
Morphine / naltrexone,morphine-naltrexone,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Budeprion XL,budeprion-xl,Gangguan Depresi Mayor,gangguan-depresi-mayor,2022/05/25 14:48:28,2022/05/25 14:48:28
Fesoterodine,fesoterodine,Overactive Bladde,overactive-bladde,2022/05/25 14:48:28,2022/05/25 14:48:28
Glucophage,glucophage,infertilitas pria,infertilitas-pria,2022/05/25 14:48:28,2022/05/25 14:48:28
Yuvafem,yuvafem,7</span> pengguna menganggap komentar ini berguna.,7-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Lo Loestrin Fe,lo-loestrin-fe,5</span> pengguna menganggap komentar ini berguna.,5-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Ingenol,ingenol,Keratosis,keratosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Vivarin,vivarin,hipersomnia,hipersomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cipro,cipro,Bronkitis,bronkitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Lacrisert,lacrisert,Mata Kemerahan,mata-kemerahan,2022/05/25 14:48:28,2022/05/25 14:48:28
Detrol,detrol,Beser,beser,2022/05/25 14:48:28,2022/05/25 14:48:28
Cetuximab,cetuximab,Kanker kolorektal,kanker-kolorektal,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefprozil,cefprozil,Tonsilitis / Faringitis,tonsilitis-faringitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfasalazine,sulfasalazine,Kolitis ulseratif,kolitis-ulseratif,2022/05/25 14:48:28,2022/05/25 14:48:28
Nasacort AQ,nasacort-aq,Rinitis alergi,rinitis-alergi,2022/05/25 14:48:28,2022/05/25 14:48:28
Mupirocin,mupirocin,Impetigo,impetigo,2022/05/25 14:48:28,2022/05/25 14:48:28
Nifedipine,nifedipine,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluticasone / vilanterol,fluticasone-vilanterol,"PPOK, Pemeliharaan",ppok-pemeliharaan,2022/05/25 14:48:28,2022/05/25 14:48:28
Lisdexamfetamine,lisdexamfetamine,Depresi,depresi,2022/05/25 14:48:28,2022/05/25 14:48:28
Zantac 150,zantac-150,Ulkus duodenum,ulkus-duodenum,2022/05/25 14:48:28,2022/05/25 14:48:28
Elocon,elocon,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Ondansetron,ondansetron,"Mual / Muntah, Diinduksi Kemoterapi",mual-muntah-diinduksi-kemoterapi,2022/05/25 14:48:28,2022/05/25 14:48:28
Rynatan,rynatan,Gejala Dingin,gejala-dingin,2022/05/25 14:48:28,2022/05/25 14:48:28
Lyrica,lyrica,Neuropati Perifer,neuropati-perifer,2022/05/25 14:48:28,2022/05/25 14:48:28
Desoximetasone,desoximetasone,Eksim,eksim,2022/05/25 14:48:28,2022/05/25 14:48:28
Wellbutrin XL,wellbutrin-xl,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Amrix,amrix,23</span> pengguna menganggap komentar ini berguna.,23-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Amantadine,amantadine,kelelahan,kelelahan,2022/05/25 14:48:28,2022/05/25 14:48:28
Vistaril,vistaril,Sedasi,sedasi,2022/05/25 14:48:28,2022/05/25 14:48:28
Rectiv,rectiv,Fisura Anal dan Fistula,fisura-anal-dan-fistula,2022/05/25 14:48:28,2022/05/25 14:48:28
Invega,invega,Gangguan Skizoafektif,gangguan-skizoafektif,2022/05/25 14:48:28,2022/05/25 14:48:28
Endocet,endocet,Sakit kronis,sakit-kronis,2022/05/25 14:48:28,2022/05/25 14:48:28
Verelan,verelan,Pencegahan Migrain,pencegahan-migrain,2022/05/25 14:48:28,2022/05/25 14:48:28
Bisoprolol,bisoprolol,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
Flanax Pain Reliever,flanax-pain-reliever,Kostokondritis,kostokondritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Paclitaxel protein-bound,paclitaxel-protein-bound,Kanker payudara,kanker-payudara,2022/05/25 14:48:28,2022/05/25 14:48:28
Hyoscyamine / methenamine / methylene blue / sodium biphosphate,hyoscyamine-methenamine-methylene-blue-sodium-biphosphate,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Foradil Aerolizer,foradil-aerolizer,"PPOK, Pemeliharaan",ppok-pemeliharaan,2022/05/25 14:48:28,2022/05/25 14:48:28
Amphetamine,amphetamine,Narkolepsi,narkolepsi,2022/05/25 14:48:28,2022/05/25 14:48:28
Raloxifene,raloxifene,Osteoporosis,osteoporosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Propranolol,propranolol,Portal Hypertension,portal-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Prednisone,prednisone,Imunosupresi,imunosupresi,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyclobenzaprine,cyclobenzaprine,Chronic Myofascial Pain,chronic-myofascial-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Geodon,geodon,Gangguan Dismorfik Tubuh,gangguan-dismorfik-tubuh,2022/05/25 14:48:28,2022/05/25 14:48:28
Diphenhydramine,diphenhydramine,Mual / Muntah,mual-muntah,2022/05/25 14:48:28,2022/05/25 14:48:28
Revia,revia,Ketergantungan Alkohol,ketergantungan-alkohol,2022/05/25 14:48:28,2022/05/25 14:48:28
Ciclesonide,ciclesonide,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Tafluprost,tafluprost,Glaucoma/Intraocular Hypertension,glaucoma-intraocular-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Polocaine,polocaine,Anestesi lokal,anestesi-lokal,2022/05/25 14:48:28,2022/05/25 14:48:28
Ludiomil,ludiomil,Gangguan panik,gangguan-panik,2022/05/25 14:48:28,2022/05/25 14:48:28
Echinacea,echinacea,Gejala Dingin,gejala-dingin,2022/05/25 14:48:28,2022/05/25 14:48:28
Votrient,votrient,Sarkoma Jaringan Lunak,sarkoma-jaringan-lunak,2022/05/25 14:48:28,2022/05/25 14:48:28
Larin Fe 1 / 20,larin-fe-1-20,Kontrol kelahiran,kontrol-kelahiran,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / methscopolamine / phenylephrine,chlorpheniramine-methscopolamine-phenylephrine,Hidung tersumbat,hidung-tersumbat,2022/05/25 14:48:28,2022/05/25 14:48:28
Vusion,vusion,Ruam popok,ruam-popok,2022/05/25 14:48:28,2022/05/25 14:48:28
Augmentin,augmentin,Infeksi saluran kemih,infeksi-saluran-kemih,2022/05/25 14:48:28,2022/05/25 14:48:28
Xyrem,xyrem,fibromyalgia,fibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Diltiazem,diltiazem,Profilaksis Angina Pektoris,profilaksis-angina-pektoris,2022/05/25 14:48:28,2022/05/25 14:48:28
Silver sulfadiazine,silver-sulfadiazine,"Burns, External",burns-external,2022/05/25 14:48:28,2022/05/25 14:48:28
Voltaren,voltaren,Back Pain,back-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Temodar,temodar,Oligodendroglioma Anaplastik,oligodendroglioma-anaplastik,2022/05/25 14:48:28,2022/05/25 14:48:28
Olanzapine,olanzapine,Agitation,agitation,2022/05/25 14:48:28,2022/05/25 14:48:28
Accutane,accutane,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Avandamet,avandamet,"Diabetes, Tipe 2.",diabetes-tipe-2-,2022/05/25 14:48:28,2022/05/25 14:48:28
Analpram-HC,analpram-hc,Wasir,wasir,2022/05/25 14:48:28,2022/05/25 14:48:28
Ondansetron,ondansetron,"Mual/ Muntah, Pasca Operasi",mual-muntah-pasca-operasi,2022/05/25 14:48:28,2022/05/25 14:48:28
Lariam,lariam,Pencegahan Malaria,pencegahan-malaria,2022/05/25 14:48:28,2022/05/25 14:48:28
Ibuprofen,ibuprofen,Sakit gigi,sakit-gigi,2022/05/25 14:48:28,2022/05/25 14:48:28
Methylergonovine,methylergonovine,Migrain,migrain,2022/05/25 14:48:28,2022/05/25 14:48:28
Dolophine,dolophine,Sakit kronis,sakit-kronis,2022/05/25 14:48:28,2022/05/25 14:48:28
Bismuth subsalicylate,bismuth-subsalicylate,Indigestion,indigestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxaprozin,oxaprozin,Radang sendi,radang-sendi,2022/05/25 14:48:28,2022/05/25 14:48:28
Pramipexole,pramipexole,Gangguan Gerakan Anggota Badan Berkala,gangguan-gerakan-anggota-badan-berkala,2022/05/25 14:48:28,2022/05/25 14:48:28
Tanzeum,tanzeum,"Diabetes, Tipe 2.",diabetes-tipe-2-,2022/05/25 14:48:28,2022/05/25 14:48:28
Vibramycin,vibramycin,Skin or Soft Tissue Infection,skin-or-soft-tissue-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Mometasone,mometasone,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Haldol,haldol,mania,mania,2022/05/25 14:48:28,2022/05/25 14:48:28
Clomipramine,clomipramine,Depresi,depresi,2022/05/25 14:48:28,2022/05/25 14:48:28
Rifaximin,rifaximin,Sindrom iritasi usus,sindrom-iritasi-usus,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydrochlorothiazide / irbesartan,hydrochlorothiazide-irbesartan,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
Truvada,truvada,Infeksi HIV,infeksi-hiv,2022/05/25 14:48:28,2022/05/25 14:48:28
Haloperidol,haloperidol,Tidak Terdaftar / Lainnya,tidak-terdaftar-lainnya,2022/05/25 14:48:28,2022/05/25 14:48:28
Azelex,azelex,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Ibrutinib,ibrutinib,Leukemia Limfositik Kronis,leukemia-limfositik-kronis,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefuroxime,cefuroxime,Infeksi saluran kemih,infeksi-saluran-kemih,2022/05/25 14:48:28,2022/05/25 14:48:28
Rexulti,rexulti,8</span> pengguna menganggap komentar ini berguna.,8-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Requip,requip,8</span> pengguna menganggap komentar ini berguna.,8-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Luvox,luvox,Anxiety and Stress,anxiety-and-stress,2022/05/25 14:48:28,2022/05/25 14:48:28
Aclidinium,aclidinium,"PPOK, Pemeliharaan",ppok-pemeliharaan,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluconazole,fluconazole,Kandidemia,kandidemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Valdecoxib,valdecoxib,Osteoartritis,osteoartritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Estradiol / norethindrone,estradiol-norethindrone,Gejala pascamenopause,gejala-pascamenopause,2022/05/25 14:48:28,2022/05/25 14:48:28
Pimozide,pimozide,Sindrom Tourette,sindrom-tourette,2022/05/25 14:48:28,2022/05/25 14:48:28
Lamisil,lamisil,Tinea Pedis,tinea-pedis,2022/05/25 14:48:28,2022/05/25 14:48:28
Quetiapine,quetiapine,Tidak Terdaftar / Lainnya,tidak-terdaftar-lainnya,2022/05/25 14:48:28,2022/05/25 14:48:28
Indomethacin,indomethacin,Sakit kepala cluster,sakit-kepala-cluster,2022/05/25 14:48:28,2022/05/25 14:48:28
Zipsor,zipsor,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Psyllium,psyllium,Sembelit,sembelit,2022/05/25 14:48:28,2022/05/25 14:48:28
Enalapril,enalapril,Tekanan darah tinggi,tekanan-darah-tinggi,2022/05/25 14:48:28,2022/05/25 14:48:28
"Influenza virus vaccine, inactivated",influenza-virus-vaccine-inactivated,Profilaksis Influenza,profilaksis-influenza,2022/05/25 14:48:28,2022/05/25 14:48:28
Clonazepam,clonazepam,Penarikan Benzodiazepin,penarikan-benzodiazepin,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / dextromethorphan / phenylephrine,chlorpheniramine-dextromethorphan-phenylephrine,Batuk dan Hidung Tersumbat,batuk-dan-hidung-tersumbat,2022/05/25 14:48:28,2022/05/25 14:48:28
Exelon,exelon,penyakit alzheimer,penyakit-alzheimer,2022/05/25 14:48:28,2022/05/25 14:48:28
Tri-Sprintec,tri-sprintec,0</span> pengguna menganggap komentar ini berguna.,0-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Naprosyn,naprosyn,Osteoarthritis,osteoarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Ambrisentan,ambrisentan,Pulmonary Hypertension,pulmonary-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin / butalbital / caffeine,aspirin-butalbital-caffeine,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Quazepam,quazepam,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Rifaximin,rifaximin,Diare,diare,2022/05/25 14:48:28,2022/05/25 14:48:28
Clopidogrel,clopidogrel,Stroke iskemik,stroke-iskemik,2022/05/25 14:48:28,2022/05/25 14:48:28
Geodon,geodon,Sindrom Tourette,sindrom-tourette,2022/05/25 14:48:28,2022/05/25 14:48:28
Zorvolex,zorvolex,Osteoartritis,osteoartritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexamethasone / tobramycin,dexamethasone-tobramycin,"Konjungtivitis, Bakteri",konjungtivitis-bakteri,2022/05/25 14:48:28,2022/05/25 14:48:28
Milnacipran,milnacipran,m Gangguan Nyeri,m-gangguan-nyeri,2022/05/25 14:48:28,2022/05/25 14:48:28
Azithromycin Dose Pack,azithromycin-dose-pack,Infeksi Saluran Pernapasan Atas,infeksi-saluran-pernapasan-atas,2022/05/25 14:48:28,2022/05/25 14:48:28
Asthmanefrin,asthmanefrin,"Asma, akut",asma-akut,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexamethasone,dexamethasone,Rinitis alergi,rinitis-alergi,2022/05/25 14:48:28,2022/05/25 14:48:28
Viagra,viagra,"Sexual Dysfunction, SSRI Induced",sexual-dysfunction-ssri-induced,2022/05/25 14:48:28,2022/05/25 14:48:28
Diflucan,diflucan,Kandidiasis Esofagus,kandidiasis-esofagus,2022/05/25 14:48:28,2022/05/25 14:48:28
Septra DS,septra-ds,Infeksi saluran kemih,infeksi-saluran-kemih,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen,acetaminophen,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Amitriptyline / chlordiazepoxide,amitriptyline-chlordiazepoxide,Depresi,depresi,2022/05/25 14:48:28,2022/05/25 14:48:28
Tegaserod,tegaserod,"Sembelit, Kronis",sembelit-kronis,2022/05/25 14:48:28,2022/05/25 14:48:28
Azithromycin,azithromycin,faringitis,faringitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Cimzia,cimzia,Radang sendi,radang-sendi,2022/05/25 14:48:28,2022/05/25 14:48:28
Paliperidone,paliperidone,Gangguan bipolar,gangguan-bipolar,2022/05/25 14:48:28,2022/05/25 14:48:28
Coumadin,coumadin,Profilaksis Trombosis Vena Dalam setelah Operasi Penggantian Lutut,profilaksis-trombosis-vena-dalam-setelah-operasi-penggantian-lutut,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfazine,sulfazine,"Penyakit Crohn, Akut",penyakit-crohn-akut,2022/05/25 14:48:28,2022/05/25 14:48:28
Tryptophan,tryptophan,Gangguan disforia pramenstruasi,gangguan-disforia-pramenstruasi,2022/05/25 14:48:28,2022/05/25 14:48:28
Magnesium oxide,magnesium-oxide,Tidak Terdaftar / Lainnya,tidak-terdaftar-lainnya,2022/05/25 14:48:28,2022/05/25 14:48:28
Premarin,premarin,Gejala pascamenopause,gejala-pascamenopause,2022/05/25 14:48:28,2022/05/25 14:48:28
Tamoxifen,tamoxifen,Kanker payudara,kanker-payudara,2022/05/25 14:48:28,2022/05/25 14:48:28
Alendronate,alendronate,Prevention of Osteoporosis,prevention-of-osteoporosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Plavix,plavix,Penyakit Arteri Perifer,penyakit-arteri-perifer,2022/05/25 14:48:28,2022/05/25 14:48:28
Dallergy,dallergy,Rinitis,rinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Penicillin VK,penicillin-vk,Radang paru-paru,radang-paru-paru,2022/05/25 14:48:28,2022/05/25 14:48:28
Estradiol,estradiol,Ooforektomi,ooforektomi,2022/05/25 14:48:28,2022/05/25 14:48:28
Aripiprazole,aripiprazole,Gangguan obsesif kompulsif,gangguan-obsesif-kompulsif,2022/05/25 14:48:28,2022/05/25 14:48:28
Zomig-ZMT,zomig-zmt,Migrain,migrain,2022/05/25 14:48:28,2022/05/25 14:48:28
femhrt,femhrt,0</span> pengguna menganggap komentar ini berguna.,0-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Keflex,keflex,Infeksi bakteri,infeksi-bakteri,2022/05/25 14:48:28,2022/05/25 14:48:28
Exubera,exubera,"Diabetes, Tipe 2.",diabetes-tipe-2-,2022/05/25 14:48:28,2022/05/25 14:48:28
Rivaroxaban,rivaroxaban,"Trombosis Vena Dalam, Kejadian Berulang",trombosis-vena-dalam-kejadian-berulang,2022/05/25 14:48:28,2022/05/25 14:48:28
Nasonex,nasonex,Polip Hidung,polip-hidung,2022/05/25 14:48:28,2022/05/25 14:48:28
Gabarone,gabarone,Neuropati Perifer Diabetik,neuropati-perifer-diabetik,2022/05/25 14:48:28,2022/05/25 14:48:28
Tribenzor,tribenzor,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Diphenhydramine,diphenhydramine,Gejala Dingin,gejala-dingin,2022/05/25 14:48:28,2022/05/25 14:48:28
Succinylcholine,succinylcholine,Anestesi,anestesi,2022/05/25 14:48:28,2022/05/25 14:48:28
Microgestin Fe 1 / 20,microgestin-fe-1-20,2</span> users found this comment helpful.,2-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluoxetine / olanzapine,fluoxetine-olanzapine,Gangguan Depresi Mayor,gangguan-depresi-mayor,2022/05/25 14:48:28,2022/05/25 14:48:28
Plaquenil,plaquenil,Sindrom Sjogren,sindrom-sjogren,2022/05/25 14:48:28,2022/05/25 14:48:28
Coreg CR,coreg-cr,Gagal jantung,gagal-jantung,2022/05/25 14:48:28,2022/05/25 14:48:28
Remicade,remicade,Uveitis,uveitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Pomalyst,pomalyst,Mieloma multipel,mieloma-multipel,2022/05/25 14:48:28,2022/05/25 14:48:28
Butabarbital,butabarbital,Sedasi,sedasi,2022/05/25 14:48:28,2022/05/25 14:48:28
Zoloft,zoloft,8</span> pengguna menganggap komentar ini berguna.,8-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Lyrica,lyrica,8</span> pengguna menganggap komentar ini berguna.,8-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Tudorza Pressair,tudorza-pressair,PPOK,ppok,2022/05/25 14:48:28,2022/05/25 14:48:28
Lidocaine / prilocaine,lidocaine-prilocaine,Anesthesia,anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Ionamin,ionamin,Penurunan Berat Badan,penurunan-berat-badan,2022/05/25 14:48:28,2022/05/25 14:48:28
Concerta,concerta,kelelahan,kelelahan,2022/05/25 14:48:28,2022/05/25 14:48:28
Tussionex Pennkinetic,tussionex-pennkinetic,Cold Symptoms,cold-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Yaz,yaz,1</span> pengguna menganggap komentar ini berguna.,1-span-pengguna-menganggap-komentar-ini-berguna-,2022/05/25 14:48:28,2022/05/25 14:48:28
Seroquel,seroquel,Gangguan obsesif kompulsif,gangguan-obsesif-kompulsif,2022/05/25 14:48:28,2022/05/25 14:48:28
Azathioprine,azathioprine,Lupus Eritematosus Sistemik,lupus-eritematosus-sistemik,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine,chlorpheniramine,Urticaria,urticaria,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlordiazepoxide,chlordiazepoxide,Penarikan Opiat,penarikan-opiat,2022/05/25 14:48:28,2022/05/25 14:48:28
Alesse,alesse,Endometriosis,endometriosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin,aspirin,Rasa sakit,rasa-sakit,2022/05/25 14:48:28,2022/05/25 14:48:28
Aquoral,aquoral,Xerostomia,xerostomia,2022/05/25 14:48:28,2022/05/25 14:48:28
Atenolol,atenolol,Penarikan Alkohol,penarikan-alkohol,2022/05/25 14:48:28,2022/05/25 14:48:28
Linezolid,linezolid,Infeksi Kulit dan Struktur,infeksi-kulit-dan-struktur,2022/05/25 14:48:28,2022/05/25 14:48:28
Symbicort,symbicort,PPOK,ppok,2022/05/25 14:48:28,2022/05/25 14:48:28
